Class1(From),Class2(To),isExternalDep,isSuperClass,isImplementingInterface,hasReturn,hasParameter,hasBinding,instantiates,hasField,hasLocalVariable,hasCast,numberOfStaticMethodsCalled,StaticMethodsCalled,numberOfMethodsCalled,MethodsCalled
net.liftmodules.ext_api.facebook.FacebookConnect$$anonfun$1,net.liftweb.common.Box,1,0,0,0,0,0,0,0,1,0,0,[  ],1,[  withFilter ]
net.liftmodules.ext_api.facebook.StartTime$,scala.Option,1,0,0,1,0,0,0,0,0,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.AddPhotoTags,scala.Equals,1,0,0,0,0,0,0,0,0,0,0,[  ],1,[  canEqual ]
net.liftmodules.ext_api.facebook.Music$,scala.Serializable,1,0,1,0,0,0,0,0,0,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.FacebookConnect$$anonfun$1$$anonfun$apply$7,net.liftweb.http.provider.HTTPCookie,1,0,0,0,1,0,0,1,0,0,0,[  ],1,[  name ]
net.liftmodules.ext_api.facebook.GetGroupMembers,scala.runtime.ScalaRunTime$,1,0,0,0,0,0,0,0,1,0,0,[  ],2,[  _toString _hashCode ]
net.liftmodules.ext_api.facebook.FacebookClient$,net.liftmodules.ext_api.facebook.FacebookClient$$anonfun$call$1,0,0,0,0,0,0,1,0,1,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.InterestedIn,net.liftmodules.ext_api.facebook.InterestedIn$,0,0,0,0,0,0,0,0,1,0,0,[  ],9,[  canEqual productElement productElements hashCode productIterator name toString productPrefix productArity ]
net.liftmodules.ext_api.facebook.Activities,scala.collection.Iterator,1,0,0,0,0,1,0,0,0,0,0,[  ],0,[  ]
net.liftmodules.ext_api.facebook.FBML$,scala.runtime.AbstractFunction1,1,1,0,0,0,0,0,0,0,0,0,[  ],0,[  ]
